Player_Id,Year,Team,Games_Played,Receptions,Yards,Average,Long,TDs,First_Downs,First_Down_Percentage,Receptions_Over_Twenty_Yards,Receptions_Over_Forty_Yards
mike-williams,2020,LosAngelesChargers,15,48,756,15.8,64,5,35,72.92,13,2
cole-wick,2020,NewOrleansSaints,--,--,--,--,--,--,--,--,--,--
kerrith-whyte,2020,DetroitLions,--,--,--,--,--,--,--,--,--,--
andrew-whitworth,2020,LosAngelesRams,9,--,--,--,--,--,--,--,--,--
kevin-white,2020,SanFrancisco49ers,3,--,--,--,--,--,--,--,--,--
james-white,2020,NewEnglandPatriots,14,49,375,7.7,34,1,20,40.82,4,0
deandrew-white,2020,BaltimoreRavens,--,--,--,--,--,--,--,--,--,--
nick-westbrook,2020,TennesseeTitans,14,3,33,11,19,0,3,100,0,0
dede-westbrook,2020,JacksonvilleJaguars,2,1,4,4,4,0,0,0,0,0
trevon-wesco,2020,NewYorkJets,12,1,5,5,5,0,0,0,0,0
carson-wentz,2020,PhiladelphiaEagles,12,--,--,--,--,--,--,--,--,--
joe-webb,2020,NewYorkGiants,2,--,--,--,--,--,--,--,--,--
j-j-watt,2020,HoustonTexans,16,--,--,--,--,--,--,--,--,--
derek-watt,2020,PittsburghSteelers,12,--,--,--,--,--,--,--,--,--
justin-watson,2020,TampaBayBuccaneers,11,7,94,13.4,36,0,5,71.43,1,0
deshaun-watson,2020,HoustonTexans,16,0,0,0,0,0,0,0,0,0
sammy-watkins,2020,KansasCityChiefs,10,37,421,11.4,37,2,27,72.97,4,0
quez-watkins,2020,PhiladelphiaEagles,6,7,106,15.1,43,1,4,57.14,2,1
james-washington,2020,PittsburghSteelers,16,30,392,13.1,50,5,19,63.33,5,1
dwayne-washington,2020,NewOrleansSaints,11,--,--,--,--,--,--,--,--,--
deandre-washington,2020,MiamiDolphins,4,5,30,6,10,0,2,40,0,0
kahale-warring,2020,HoustonTexans,7,3,35,11.7,23,0,2,66.67,1,0
spencer-ware,2020,ChicagoBears,--,--,--,--,--,--,--,--,--,--
jonathan-ward,2020,ArizonaCardinals,14,1,11,11,11,1,1,100,0,0
greg-ward,2020,PhiladelphiaEagles,16,53,419,7.9,32,6,24,45.28,3,0
austin-walter,2020,SanFrancisco49ers,4,1,27,27,27,0,1,100,1,0
darren-waller,2020,LasVegasRaiders,16,107,1196,11.2,38,9,69,64.49,16,0
t-j-yeldon,2020,BuffaloBills,3,1,22,22,22,1,1,100,1,0
deon-yelder,2020,KansasCityChiefs,14,7,36,5.1,12,0,2,28.57,0,0
brandon-zylstra,2020,CarolinaPanthers,16,3,35,11.7,28,0,3,100,1,0
isaiah-zuber,2020,NewEnglandPatriots,4,2,29,14.5,16,0,1,50,0,0
kevin-zeitler,2020,NewYorkGiants,16,--,--,--,--,--,--,--,--,--
olamide-zaccheaus,2020,AtlantaFalcons,11,20,274,13.7,51,1,16,80,2,2
